"Term","Course","Title","Section","CRN","Days","Times","Location","Status","Max","Now","Instructor","Delivery Mode","Credits","Info","Comments"
"202490","OPSE301","OPTICAL SCI & ENGR OPTICS","101","94988","T","6:00 PM - 8:50 PM","FMH 403B","Open","20","17","Balasingham, Brandan","Face-to-Face","3","https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2024 Fall&crn-1=94988",""
"202490","OPSE310","VIRTUAL INSTRUMENTATION","101","94989","R","6:00 PM - 8:50 PM","FMH 403B","Open","15","5","Balasingham, Brandan","Face-to-Face","3","https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2024 Fall&crn-1=94989",""
